,genres_x,user_id,playtime_forever_x,year,playtime_forever_y
0,Action,Sp3ctre,28294.166666666668,1995.0,3.6166666666666667
1,Action,Sp3ctre,28294.166666666668,1999.0,0.7333333333333333
2,Action,Sp3ctre,28294.166666666668,2000.0,1177.4
3,Action,Sp3ctre,28294.166666666668,2001.0,0.21666666666666667
4,Action,Sp3ctre,28294.166666666668,2002.0,3.966666666666667
5,Action,Sp3ctre,28294.166666666668,2003.0,127.88333333333334
6,Action,Sp3ctre,28294.166666666668,2004.0,2123.516666666667
7,Action,Sp3ctre,28294.166666666668,2005.0,355.65
8,Action,Sp3ctre,28294.166666666668,2006.0,14.933333333333334
9,Action,Sp3ctre,28294.166666666668,2007.0,1879.7333333333333
10,Action,Sp3ctre,28294.166666666668,2008.0,3.7333333333333334
11,Action,Sp3ctre,28294.166666666668,2009.0,1805.4333333333336
12,Action,Sp3ctre,28294.166666666668,2010.0,1301.3833333333334
13,Action,Sp3ctre,28294.166666666668,2011.0,2581.6
14,Action,Sp3ctre,28294.166666666668,2012.0,6304.933333333333
15,Action,Sp3ctre,28294.166666666668,2013.0,2007.6833333333334
16,Action,Sp3ctre,28294.166666666668,2014.0,2178.1833333333334
17,Action,Sp3ctre,28294.166666666668,2015.0,5208.516666666666
18,Action,Sp3ctre,28294.166666666668,2016.0,492.93333333333334
19,Action,Sp3ctre,28294.166666666668,2017.0,722.1166666666667
20,Action,Sp3ctre,28294.166666666668,1997.0,4.033333333333333
21,Action,Sp3ctre,28294.166666666668,2002.0,1.9166666666666667
22,Action,Sp3ctre,28294.166666666668,2004.0,10.533333333333333
23,Action,Sp3ctre,28294.166666666668,2007.0,1.0666666666666667
24,Action,Sp3ctre,28294.166666666668,2009.0,78.95
25,Action,Sp3ctre,28294.166666666668,2010.0,219.75
26,Action,Sp3ctre,28294.166666666668,2011.0,2304.4166666666665
27,Action,Sp3ctre,28294.166666666668,2012.0,794.6166666666668
28,Action,Sp3ctre,28294.166666666668,2013.0,1024.8333333333335
29,Action,Sp3ctre,28294.166666666668,2014.0,748.75
30,Action,Sp3ctre,28294.166666666668,2015.0,4531.8
31,Action,Sp3ctre,28294.166666666668,2016.0,458.29999999999995
32,Action,Sp3ctre,28294.166666666668,2017.0,699.7166666666666
33,Action,Sp3ctre,28294.166666666668,2002.0,1.9166666666666667
34,Action,Sp3ctre,28294.166666666668,2007.0,0.16666666666666666
35,Action,Sp3ctre,28294.166666666668,2008.0,3.4
36,Action,Sp3ctre,28294.166666666668,2010.0,4.283333333333333
37,Action,Sp3ctre,28294.166666666668,2011.0,0.2833333333333333
38,Action,Sp3ctre,28294.166666666668,2012.0,1.5833333333333335
39,Action,Sp3ctre,28294.166666666668,2013.0,6.716666666666667
40,Action,Sp3ctre,28294.166666666668,2014.0,201.56666666666666
41,Action,Sp3ctre,28294.166666666668,2015.0,3248.883333333333
42,Action,Sp3ctre,28294.166666666668,2016.0,742.3166666666667
43,Action,Sp3ctre,28294.166666666668,2017.0,353.46666666666664
44,Action,Sp3ctre,28294.166666666668,2012.0,43.45
45,Action,Sp3ctre,28294.166666666668,2013.0,877.8000000000001
46,Action,Sp3ctre,28294.166666666668,2015.0,21.866666666666667
47,Action,Sp3ctre,28294.166666666668,2016.0,37.93333333333333
48,Action,Sp3ctre,28294.166666666668,2006.0,0.45
49,Action,Sp3ctre,28294.166666666668,2010.0,0.13333333333333333
50,Action,Sp3ctre,28294.166666666668,2011.0,1019.2666666666667
51,Action,Sp3ctre,28294.166666666668,2012.0,1002.6166666666668
52,Action,Sp3ctre,28294.166666666668,2013.0,576.0333333333334
53,Action,Sp3ctre,28294.166666666668,2014.0,278.68333333333334
54,Action,Sp3ctre,28294.166666666668,2015.0,3251.766666666667
55,Action,Sp3ctre,28294.166666666668,2016.0,40.35
56,Action,Sp3ctre,28294.166666666668,2017.0,375.8666666666667
57,Action,Sp3ctre,28294.166666666668,2006.0,1499.1833333333334
58,Action,Sp3ctre,28294.166666666668,2007.0,0.16666666666666666
59,Action,Sp3ctre,28294.166666666668,2008.0,4.183333333333333
60,Action,Sp3ctre,28294.166666666668,2009.0,5.6
61,Action,Sp3ctre,28294.166666666668,2010.0,6.416666666666667
62,Action,Sp3ctre,28294.166666666668,2011.0,2308.75
63,Action,Sp3ctre,28294.166666666668,2012.0,1033.5166666666667
64,Action,Sp3ctre,28294.166666666668,2013.0,975.9499999999999
65,Action,Sp3ctre,28294.166666666668,2014.0,945.0500000000001
66,Action,Sp3ctre,28294.166666666668,2015.0,4420.8
67,Action,Sp3ctre,28294.166666666668,2016.0,597.7166666666667
68,Action,Sp3ctre,28294.166666666668,2017.0,722.1166666666667
69,Action,Sp3ctre,28294.166666666668,2011.0,1024.45
70,Action,Sp3ctre,28294.166666666668,2012.0,931.7
71,Action,Sp3ctre,28294.166666666668,2013.0,877.7333333333333
72,Action,Sp3ctre,28294.166666666668,2014.0,274.15000000000003
73,Action,Sp3ctre,28294.166666666668,2015.0,37.300000000000004
74,Action,Sp3ctre,28294.166666666668,2016.0,1.1333333333333333
75,Action,Sp3ctre,28294.166666666668,2017.0,348.6666666666667
76,Action,Sp3ctre,28294.166666666668,1997.0,0.6833333333333333
77,Action,Sp3ctre,28294.166666666668,1999.0,9.766666666666667
78,Action,Sp3ctre,28294.166666666668,2003.0,1.1833333333333333
79,Action,Sp3ctre,28294.166666666668,2006.0,3.6166666666666667
80,Action,Sp3ctre,28294.166666666668,2007.0,51.81666666666667
81,Action,Sp3ctre,28294.166666666668,2008.0,138.48333333333332
82,Action,Sp3ctre,28294.166666666668,2009.0,5.533333333333333
83,Action,Sp3ctre,28294.166666666668,2010.0,78.25
84,Action,Sp3ctre,28294.166666666668,2011.0,2302.333333333333
85,Action,Sp3ctre,28294.166666666668,2012.0,989.4166666666667
86,Action,Sp3ctre,28294.166666666668,2013.0,916.7166666666667
87,Action,Sp3ctre,28294.166666666668,2014.0,55.93333333333333
88,Action,Sp3ctre,28294.166666666668,2015.0,1456.8166666666666
89,Action,Sp3ctre,28294.166666666668,2016.0,420.2333333333333
90,Action,Sp3ctre,28294.166666666668,2017.0,364.56666666666666
91,Action,Sp3ctre,28294.166666666668,1995.0,3.6166666666666667
92,Action,Sp3ctre,28294.166666666668,2006.0,5.833333333333333
93,Action,Sp3ctre,28294.166666666668,2014.0,13.766666666666666
94,Action,Sp3ctre,28294.166666666668,2015.0,938.3333333333333
95,Action,Sp3ctre,28294.166666666668,2016.0,19.683333333333334
96,Action,Sp3ctre,28294.166666666668,2006.0,1489.2833333333333
97,Action,Sp3ctre,28294.166666666668,2010.0,269.3333333333333
98,Action,Sp3ctre,28294.166666666668,2011.0,5.183333333333334
99,Action,Sp3ctre,28294.166666666668,2012.0,29.083333333333332
100,Action,Sp3ctre,28294.166666666668,2013.0,303.65000000000003
101,Action,Sp3ctre,28294.166666666668,2014.0,30.233333333333334
102,Action,Sp3ctre,28294.166666666668,2015.0,1372.0
103,Action,Sp3ctre,28294.166666666668,2016.0,202.25
104,Action,Sp3ctre,28294.166666666668,2017.0,2.4166666666666665
105,Action,Sp3ctre,28294.166666666668,1995.0,3.6166666666666667
106,Action,Sp3ctre,28294.166666666668,2011.0,0.2833333333333333
107,Action,Sp3ctre,28294.166666666668,2012.0,0.3333333333333333
108,Action,Sp3ctre,28294.166666666668,2014.0,14.366666666666667
109,Action,Sp3ctre,28294.166666666668,2015.0,943.0666666666666
110,Action,Sp3ctre,28294.166666666668,2016.0,14.200000000000001
111,Action,Sp3ctre,28294.166666666668,2001.0,3.95
112,Action,Sp3ctre,28294.166666666668,2006.0,0.45
113,Action,Sp3ctre,28294.166666666668,2009.0,7.416666666666667
114,Action,Sp3ctre,28294.166666666668,2010.0,274.31666666666666
115,Action,Sp3ctre,28294.166666666668,2011.0,14.166666666666666
116,Action,Sp3ctre,28294.166666666668,2012.0,58.93333333333334
117,Action,Sp3ctre,28294.166666666668,2013.0,357.76666666666665
118,Action,Sp3ctre,28294.166666666668,2014.0,663.7666666666668
119,Action,Sp3ctre,28294.166666666668,2015.0,1425.6999999999998
120,Action,Sp3ctre,28294.166666666668,2016.0,46.1
121,Action,Sp3ctre,28294.166666666668,2017.0,17.0
122,Action,Sp3ctre,28294.166666666668,2006.0,26.35
123,Action,Sp3ctre,28294.166666666668,2016.0,0.4166666666666667
124,Adventure,REBAS_AS_F-T,36394.7,1998.0,0.03333333333333333
125,Adventure,REBAS_AS_F-T,36394.7,1999.0,3.75
126,Adventure,REBAS_AS_F-T,36394.7,2001.0,0.18333333333333332
127,Adventure,REBAS_AS_F-T,36394.7,2002.0,0.016666666666666666
128,Adventure,REBAS_AS_F-T,36394.7,2003.0,31.05
129,Adventure,REBAS_AS_F-T,36394.7,2004.0,35.25
130,Adventure,REBAS_AS_F-T,36394.7,2005.0,54.88333333333333
131,Adventure,REBAS_AS_F-T,36394.7,2006.0,2.3000000000000003
132,Adventure,REBAS_AS_F-T,36394.7,2007.0,11.4
133,Adventure,REBAS_AS_F-T,36394.7,2008.0,63.18333333333334
134,Adventure,REBAS_AS_F-T,36394.7,2009.0,443.9166666666667
135,Adventure,REBAS_AS_F-T,36394.7,2010.0,873.6833333333333
136,Adventure,REBAS_AS_F-T,36394.7,2011.0,1208.25
137,Adventure,REBAS_AS_F-T,36394.7,2012.0,2301.45
138,Adventure,REBAS_AS_F-T,36394.7,2013.0,3012.0833333333335
139,Adventure,REBAS_AS_F-T,36394.7,2014.0,4454.666666666667
140,Adventure,REBAS_AS_F-T,36394.7,2015.0,5049.966666666666
141,Adventure,REBAS_AS_F-T,36394.7,2016.0,6531.05
142,Adventure,REBAS_AS_F-T,36394.7,2017.0,61.93333333333334
143,Adventure,REBAS_AS_F-T,36394.7,2003.0,31.05
144,Adventure,REBAS_AS_F-T,36394.7,2005.0,18.55
145,Adventure,REBAS_AS_F-T,36394.7,2007.0,2.683333333333333
146,Adventure,REBAS_AS_F-T,36394.7,2008.0,40.88333333333333
147,Adventure,REBAS_AS_F-T,36394.7,2009.0,448.40000000000003
148,Adventure,REBAS_AS_F-T,36394.7,2010.0,322.43333333333334
149,Adventure,REBAS_AS_F-T,36394.7,2011.0,1004.7166666666667
150,Adventure,REBAS_AS_F-T,36394.7,2012.0,2408.3
151,Adventure,REBAS_AS_F-T,36394.7,2013.0,4221.866666666667
152,Adventure,REBAS_AS_F-T,36394.7,2014.0,3182.65
153,Adventure,REBAS_AS_F-T,36394.7,2015.0,10992.5
154,Adventure,REBAS_AS_F-T,36394.7,2016.0,13171.55
155,Adventure,REBAS_AS_F-T,36394.7,2017.0,549.1166666666667
156,Adventure,REBAS_AS_F-T,36394.7,2004.0,116.41666666666667
157,Adventure,REBAS_AS_F-T,36394.7,2008.0,20.683333333333334
158,Adventure,REBAS_AS_F-T,36394.7,2009.0,47.83333333333333
159,Adventure,REBAS_AS_F-T,36394.7,2010.0,201.1
160,Adventure,REBAS_AS_F-T,36394.7,2011.0,1353.35
161,Adventure,REBAS_AS_F-T,36394.7,2012.0,495.3666666666667
162,Adventure,REBAS_AS_F-T,36394.7,2013.0,1799.4166666666667
163,Adventure,REBAS_AS_F-T,36394.7,2014.0,2039.4
164,Adventure,REBAS_AS_F-T,36394.7,2015.0,6036.683333333333
165,Adventure,REBAS_AS_F-T,36394.7,2016.0,8304.333333333334
166,Adventure,REBAS_AS_F-T,36394.7,2017.0,0.9666666666666667
167,Adventure,REBAS_AS_F-T,36394.7,2012.0,66.66666666666667
168,Adventure,REBAS_AS_F-T,36394.7,2013.0,0.5833333333333334
169,Adventure,REBAS_AS_F-T,36394.7,2014.0,116.86666666666666
170,Adventure,REBAS_AS_F-T,36394.7,2015.0,279.3833333333333
171,Adventure,REBAS_AS_F-T,36394.7,2016.0,107.2
172,Adventure,REBAS_AS_F-T,36394.7,2001.0,0.18333333333333332
173,Adventure,REBAS_AS_F-T,36394.7,2010.0,0.6166666666666667
174,Adventure,REBAS_AS_F-T,36394.7,2011.0,97.36666666666666
175,Adventure,REBAS_AS_F-T,36394.7,2012.0,78.9
176,Adventure,REBAS_AS_F-T,36394.7,2013.0,65.76666666666667
177,Adventure,REBAS_AS_F-T,36394.7,2014.0,346.0833333333333
178,Adventure,REBAS_AS_F-T,36394.7,2015.0,688.25
179,Adventure,REBAS_AS_F-T,36394.7,2016.0,1366.5666666666666
180,Adventure,REBAS_AS_F-T,36394.7,2017.0,12.983333333333334
181,Adventure,REBAS_AS_F-T,36394.7,2001.0,0.18333333333333332
182,Adventure,REBAS_AS_F-T,36394.7,2003.0,31.05
183,Adventure,REBAS_AS_F-T,36394.7,2006.0,27.883333333333333
184,Adventure,REBAS_AS_F-T,36394.7,2007.0,17.833333333333332
185,Adventure,REBAS_AS_F-T,36394.7,2008.0,22.766666666666666
186,Adventure,REBAS_AS_F-T,36394.7,2009.0,483.2166666666667
187,Adventure,REBAS_AS_F-T,36394.7,2010.0,358.1166666666667
188,Adventure,REBAS_AS_F-T,36394.7,2011.0,1669.25
189,Adventure,REBAS_AS_F-T,36394.7,2012.0,2474.3166666666666
190,Adventure,REBAS_AS_F-T,36394.7,2013.0,2822.4833333333336
191,Adventure,REBAS_AS_F-T,36394.7,2014.0,5448.783333333334
192,Adventure,REBAS_AS_F-T,36394.7,2015.0,12529.416666666666
193,Adventure,REBAS_AS_F-T,36394.7,2016.0,13599.816666666668
194,Adventure,REBAS_AS_F-T,36394.7,2017.0,564.7833333333333
195,Adventure,REBAS_AS_F-T,36394.7,2010.0,0.6
196,Adventure,REBAS_AS_F-T,36394.7,2011.0,15.616666666666667
197,Adventure,REBAS_AS_F-T,36394.7,2012.0,0.5666666666666667
198,Adventure,REBAS_AS_F-T,36394.7,2013.0,0.6333333333333334
199,Adventure,REBAS_AS_F-T,36394.7,2014.0,71.48333333333333
200,Adventure,REBAS_AS_F-T,36394.7,2015.0,228.6
201,Adventure,REBAS_AS_F-T,36394.7,2016.0,120.68333333333334
202,Adventure,REBAS_AS_F-T,36394.7,2017.0,0.9166666666666666
203,Adventure,REBAS_AS_F-T,36394.7,1999.0,0.016666666666666666
204,Adventure,REBAS_AS_F-T,36394.7,2005.0,18.55
205,Adventure,REBAS_AS_F-T,36394.7,2007.0,145.28333333333333
206,Adventure,REBAS_AS_F-T,36394.7,2008.0,0.5
207,Adventure,REBAS_AS_F-T,36394.7,2009.0,254.03333333333333
208,Adventure,REBAS_AS_F-T,36394.7,2010.0,352.3666666666667
209,Adventure,REBAS_AS_F-T,36394.7,2011.0,887.45
210,Adventure,REBAS_AS_F-T,36394.7,2012.0,704.55
211,Adventure,REBAS_AS_F-T,36394.7,2013.0,1026.9666666666667
212,Adventure,REBAS_AS_F-T,36394.7,2014.0,1638.5
213,Adventure,REBAS_AS_F-T,36394.7,2015.0,3983.3166666666666
214,Adventure,REBAS_AS_F-T,36394.7,2016.0,5405.333333333333
215,Adventure,REBAS_AS_F-T,36394.7,2017.0,353.20000000000005
216,Adventure,REBAS_AS_F-T,36394.7,2007.0,1.6833333333333333
217,Adventure,REBAS_AS_F-T,36394.7,2008.0,0.1
218,Adventure,REBAS_AS_F-T,36394.7,2009.0,7.783333333333333
219,Adventure,REBAS_AS_F-T,36394.7,2010.0,0.55
220,Adventure,REBAS_AS_F-T,36394.7,2011.0,71.94999999999999
221,Adventure,REBAS_AS_F-T,36394.7,2012.0,68.73333333333333
222,Adventure,REBAS_AS_F-T,36394.7,2013.0,110.3
223,Adventure,REBAS_AS_F-T,36394.7,2014.0,218.98333333333335
224,Adventure,REBAS_AS_F-T,36394.7,2015.0,239.5
225,Adventure,REBAS_AS_F-T,36394.7,2016.0,436.23333333333335
226,Adventure,REBAS_AS_F-T,36394.7,2006.0,28.483333333333334
227,Adventure,REBAS_AS_F-T,36394.7,2007.0,7.1
228,Adventure,REBAS_AS_F-T,36394.7,2008.0,6.466666666666667
229,Adventure,REBAS_AS_F-T,36394.7,2009.0,198.8
230,Adventure,REBAS_AS_F-T,36394.7,2010.0,123.28333333333335
231,Adventure,REBAS_AS_F-T,36394.7,2011.0,989.9
232,Adventure,REBAS_AS_F-T,36394.7,2012.0,342.4
233,Adventure,REBAS_AS_F-T,36394.7,2013.0,1818.4666666666667
